,cfips,county,state
1667,31031,Cherry County,Nebraska
1668,31033,Cheyenne County,Nebraska
1669,31035,Clay County,Nebraska
1670,31037,Colfax County,Nebraska
1671,31039,Cuming County,Nebraska
1672,31041,Custer County,Nebraska
1673,31043,Dakota County,Nebraska
1674,31045,Dawes County,Nebraska
1675,31047,Dawson County,Nebraska
1676,31049,Deuel County,Nebraska
1677,31051,Dixon County,Nebraska
1678,31053,Dodge County,Nebraska
1679,31055,Douglas County,Nebraska
1680,31057,Dundy County,Nebraska
1681,31059,Fillmore County,Nebraska
1682,31061,Franklin County,Nebraska
1683,31063,Frontier County,Nebraska
1684,31065,Furnas County,Nebraska
1685,31067,Gage County,Nebraska
1686,31069,Garden County,Nebraska
1687,31071,Garfield County,Nebraska
1688,31073,Gosper County,Nebraska
1689,31075,Grant County,Nebraska
1690,31077,Greeley County,Nebraska
1691,31079,Hall County,Nebraska
1692,31081,Hamilton County,Nebraska
1693,31083,Harlan County,Nebraska
1694,31085,Hayes County,Nebraska
1695,31087,Hitchcock County,Nebraska
1696,31089,Holt County,Nebraska
1697,31091,Hooker County,Nebraska
1698,31093,Howard County,Nebraska
1699,31095,Jefferson County,Nebraska
1700,31097,Johnson County,Nebraska
1701,31099,Kearney County,Nebraska
1702,31101,Keith County,Nebraska
1703,31103,Keya Paha County,Nebraska
1704,31105,Kimball County,Nebraska
1705,31107,Knox County,Nebraska
1706,31109,Lancaster County,Nebraska
1707,31111,Lincoln County,Nebraska
1708,31113,Logan County,Nebraska
1709,31115,Loup County,Nebraska
1710,31119,Madison County,Nebraska
1711,31121,Merrick County,Nebraska
1712,31123,Morrill County,Nebraska
1713,31125,Nance County,Nebraska
1714,31127,Nemaha County,Nebraska
1715,31129,Nuckolls County,Nebraska
1716,31131,Otoe County,Nebraska
1717,31133,Pawnee County,Nebraska
1718,31135,Perkins County,Nebraska
1719,31137,Phelps County,Nebraska
1720,31139,Pierce County,Nebraska
1721,31141,Platte County,Nebraska
1722,31143,Polk County,Nebraska
1723,31145,Red Willow County,Nebraska
1724,31147,Richardson County,Nebraska
1725,31149,Rock County,Nebraska
1726,31151,Saline County,Nebraska
1727,31153,Sarpy County,Nebraska
1728,31155,Saunders County,Nebraska
1729,31157,Scotts Bluff County,Nebraska
1730,31159,Seward County,Nebraska
1731,31161,Sheridan County,Nebraska
1732,31163,Sherman County,Nebraska
1733,31165,Sioux County,Nebraska
1734,31167,Stanton County,Nebraska
1735,31169,Thayer County,Nebraska
1736,31171,Thomas County,Nebraska
1737,31173,Thurston County,Nebraska
1738,31175,Valley County,Nebraska
1739,31177,Washington County,Nebraska
1740,31179,Wayne County,Nebraska
1741,31181,Webster County,Nebraska
1742,31183,Wheeler County,Nebraska
1743,31185,York County,Nebraska
1744,32001,Churchill County,Nevada
1745,32003,Clark County,Nevada
1746,32005,Douglas County,Nevada
1747,32007,Elko County,Nevada
1748,32009,Esmeralda County,Nevada
1749,32011,Eureka County,Nevada
1750,32013,Humboldt County,Nevada
1751,32015,Lander County,Nevada
1752,32017,Lincoln County,Nevada
1753,32019,Lyon County,Nevada
1754,32021,Mineral County,Nevada
1755,32023,Nye County,Nevada
1756,32027,Pershing County,Nevada
1757,32029,Storey County,Nevada
1758,32031,Washoe County,Nevada
1759,32033,White Pine County,Nevada
1760,32510,Carson City,Nevada
1761,33001,Belknap County,New Hampshire
1762,33003,Carroll County,New Hampshire
1763,33005,Cheshire County,New Hampshire
1764,33007,Coos County,New Hampshire
1765,33009,Grafton County,New Hampshire
1766,33011,Hillsborough County,New Hampshire
1767,33013,Merrimack County,New Hampshire
1768,33015,Rockingham County,New Hampshire
1769,33017,Strafford County,New Hampshire
1770,33019,Sullivan County,New Hampshire
1771,34001,Atlantic County,New Jersey
1772,34003,Bergen County,New Jersey
1773,34005,Burlington County,New Jersey
1774,34007,Camden County,New Jersey
1775,34009,Cape May County,New Jersey
1776,34011,Cumberland County,New Jersey
1777,34013,Essex County,New Jersey
1778,34015,Gloucester County,New Jersey
1779,34017,Hudson County,New Jersey
1780,34019,Hunterdon County,New Jersey
1781,34021,Mercer County,New Jersey
1782,34023,Middlesex County,New Jersey
1783,34025,Monmouth County,New Jersey
1784,34027,Morris County,New Jersey
1785,34029,Ocean County,New Jersey
1786,34031,Passaic County,New Jersey
1787,34033,Salem County,New Jersey
1788,34035,Somerset County,New Jersey
1789,34037,Sussex County,New Jersey
1790,34039,Union County,New Jersey
1791,34041,Warren County,New Jersey
1792,35001,Bernalillo County,New Mexico
1793,35003,Catron County,New Mexico
1794,35005,Chaves County,New Mexico
1795,35006,Cibola County,New Mexico
1796,35007,Colfax County,New Mexico
1797,35009,Curry County,New Mexico
1798,35011,De Baca County,New Mexico
1799,35013,Do̱a Ana County,New Mexico
1800,35015,Eddy County,New Mexico
1801,35017,Grant County,New Mexico
1802,35019,Guadalupe County,New Mexico
1803,35021,Harding County,New Mexico
1804,35023,Hidalgo County,New Mexico
1805,35025,Lea County,New Mexico
1806,35027,Lincoln County,New Mexico
1807,35028,Los Alamos County,New Mexico
1808,35029,Luna County,New Mexico
1809,35031,McKinley County,New Mexico
1810,35033,Mora County,New Mexico
1811,35035,Otero County,New Mexico
1812,35037,Quay County,New Mexico
1813,35039,Rio Arriba County,New Mexico
1814,35041,Roosevelt County,New Mexico
1815,35043,Sandoval County,New Mexico
1816,35045,San Juan County,New Mexico
1817,35047,San Miguel County,New Mexico
1818,35049,Santa Fe County,New Mexico
1819,35051,Sierra County,New Mexico
1820,35053,Socorro County,New Mexico
1821,35055,Taos County,New Mexico
1822,35057,Torrance County,New Mexico
1823,35059,Union County,New Mexico
1824,35061,Valencia County,New Mexico
1825,36001,Albany County,New York
1826,36003,Allegany County,New York
1827,36005,Bronx County,New York
1828,36007,Broome County,New York
1829,36009,Cattaraugus County,New York
1830,36011,Cayuga County,New York
1831,36013,Chautauqua County,New York
1832,36015,Chemung County,New York
1833,36017,Chenango County,New York
1834,36019,Clinton County,New York
1835,36021,Columbia County,New York
1836,36023,Cortland County,New York
1837,36025,Delaware County,New York
1838,36027,Dutchess County,New York
1839,36029,Erie County,New York
1840,36031,Essex County,New York
1841,36033,Franklin County,New York
1842,36035,Fulton County,New York
1843,36037,Genesee County,New York
1844,36039,Greene County,New York
1845,36041,Hamilton County,New York
1846,36043,Herkimer County,New York
1847,36045,Jefferson County,New York
1848,36047,Kings County,New York
1849,36049,Lewis County,New York
1850,36051,Livingston County,New York
1851,36053,Madison County,New York
1852,36055,Monroe County,New York
1853,36057,Montgomery County,New York
1854,36059,Nassau County,New York
1855,36061,New York County,New York
1856,36063,Niagara County,New York
1857,36065,Oneida County,New York
1858,36067,Onondaga County,New York
1859,36069,Ontario County,New York
1860,36071,Orange County,New York
1861,36073,Orleans County,New York
1862,36075,Oswego County,New York
1863,36077,Otsego County,New York
1864,36079,Putnam County,New York
1865,36081,Queens County,New York
1866,36083,Rensselaer County,New York
1867,36085,Richmond County,New York
1868,36087,Rockland County,New York
1869,36089,St. Lawrence County,New York
1870,36091,Saratoga County,New York
1871,36093,Schenectady County,New York
1872,36095,Schoharie County,New York
1873,36097,Schuyler County,New York
1874,36099,Seneca County,New York
1875,36101,Steuben County,New York
1876,36103,Suffolk County,New York
1877,36105,Sullivan County,New York
1878,36107,Tioga County,New York
1879,36109,Tompkins County,New York
1880,36111,Ulster County,New York
1881,36113,Warren County,New York
1882,36115,Washington County,New York
1883,36117,Wayne County,New York
1884,36119,Westchester County,New York
1885,36121,Wyoming County,New York
1886,36123,Yates County,New York
1887,37001,Alamance County,North Carolina
1888,37003,Alexander County,North Carolina
1889,37005,Alleghany County,North Carolina
1890,37007,Anson County,North Carolina
1891,37009,Ashe County,North Carolina
1892,37011,Avery County,North Carolina
1893,37013,Beaufort County,North Carolina
1894,37015,Bertie County,North Carolina
1895,37017,Bladen County,North Carolina
1896,37019,Brunswick County,North Carolina
1897,37021,Buncombe County,North Carolina
1898,37023,Burke County,North Carolina
1899,37025,Cabarrus County,North Carolina
1900,37027,Caldwell County,North Carolina
1901,37029,Camden County,North Carolina
1902,37031,Carteret County,North Carolina
1903,37033,Caswell County,North Carolina
1904,37035,Catawba County,North Carolina
1905,37037,Chatham County,North Carolina
1906,37039,Cherokee County,North Carolina
1907,37041,Chowan County,North Carolina
1908,37043,Clay County,North Carolina
1909,37045,Cleveland County,North Carolina
1910,37047,Columbus County,North Carolina
1911,37049,Craven County,North Carolina
1912,37051,Cumberland County,North Carolina
1913,37053,Currituck County,North Carolina
1914,37055,Dare County,North Carolina
1915,37057,Davidson County,North Carolina
1916,37059,Davie County,North Carolina
1917,37061,Duplin County,North Carolina
1918,37063,Durham County,North Carolina
1919,37065,Edgecombe County,North Carolina
1920,37067,Forsyth County,North Carolina
1921,37069,Franklin County,North Carolina
1922,37071,Gaston County,North Carolina
1923,37073,Gates County,North Carolina
1924,37075,Graham County,North Carolina
1925,37077,Granville County,North Carolina
1926,37079,Greene County,North Carolina
1927,37081,Guilford County,North Carolina
1928,37083,Halifax County,North Carolina
1929,37085,Harnett County,North Carolina
1930,37087,Haywood County,North Carolina
1931,37089,Henderson County,North Carolina
1932,37091,Hertford County,North Carolina
1933,37093,Hoke County,North Carolina
1934,37095,Hyde County,North Carolina
1935,37097,Iredell County,North Carolina
1936,37099,Jackson County,North Carolina
1937,37101,Johnston County,North Carolina
1938,37103,Jones County,North Carolina
1939,37105,Lee County,North Carolina
1940,37107,Lenoir County,North Carolina
1941,37109,Lincoln County,North Carolina
1942,37111,McDowell County,North Carolina
1943,37113,Macon County,North Carolina
1944,37115,Madison County,North Carolina
1945,37117,Martin County,North Carolina
1946,37119,Mecklenburg County,North Carolina
1947,37121,Mitchell County,North Carolina
1948,37123,Montgomery County,North Carolina
1949,37125,Moore County,North Carolina
1950,37127,Nash County,North Carolina
1951,37129,New Hanover County,North Carolina
1952,37131,Northampton County,North Carolina
1953,37133,Onslow County,North Carolina
1954,37135,Orange County,North Carolina
1955,37137,Pamlico County,North Carolina
1956,37139,Pasquotank County,North Carolina
1957,37141,Pender County,North Carolina
1958,37143,Perquimans County,North Carolina
1959,37145,Person County,North Carolina
1960,37147,Pitt County,North Carolina
1961,37149,Polk County,North Carolina
1962,37151,Randolph County,North Carolina
1963,37153,Richmond County,North Carolina
1964,37155,Robeson County,North Carolina
1965,37157,Rockingham County,North Carolina
1966,37159,Rowan County,North Carolina
1967,37161,Rutherford County,North Carolina
1968,37163,Sampson County,North Carolina
1969,37165,Scotland County,North Carolina
1970,37167,Stanly County,North Carolina
1971,37169,Stokes County,North Carolina
1972,37171,Surry County,North Carolina
1973,37173,Swain County,North Carolina
1974,37175,Transylvania County,North Carolina
1975,37177,Tyrrell County,North Carolina
1976,37179,Union County,North Carolina
1977,37181,Vance County,North Carolina
1978,37183,Wake County,North Carolina
1979,37185,Warren County,North Carolina
1980,37187,Washington County,North Carolina
1981,37189,Watauga County,North Carolina
1982,37191,Wayne County,North Carolina
1983,37193,Wilkes County,North Carolina
1984,37195,Wilson County,North Carolina
1985,37197,Yadkin County,North Carolina
1986,37199,Yancey County,North Carolina
1987,38001,Adams County,North Dakota
1988,38003,Barnes County,North Dakota
1989,38005,Benson County,North Dakota
1990,38007,Billings County,North Dakota
1991,38009,Bottineau County,North Dakota
1992,38011,Bowman County,North Dakota
1993,38013,Burke County,North Dakota
1994,38015,Burleigh County,North Dakota
1995,38017,Cass County,North Dakota
1996,38019,Cavalier County,North Dakota
1997,38021,Dickey County,North Dakota
1998,38023,Divide County,North Dakota
1999,38025,Dunn County,North Dakota
2000,38027,Eddy County,North Dakota
2001,38029,Emmons County,North Dakota
2002,38031,Foster County,North Dakota
2003,38033,Golden Valley County,North Dakota
2004,38035,Grand Forks County,North Dakota
2005,38037,Grant County,North Dakota
2006,38039,Griggs County,North Dakota
2007,38041,Hettinger County,North Dakota
2008,38043,Kidder County,North Dakota
2009,38045,LaMoure County,North Dakota
2010,38047,Logan County,North Dakota
2011,38049,McHenry County,North Dakota
2012,38051,McIntosh County,North Dakota
2013,38053,McKenzie County,North Dakota
2014,38055,McLean County,North Dakota
2015,38057,Mercer County,North Dakota
2016,38059,Morton County,North Dakota
2017,38061,Mountrail County,North Dakota
2018,38063,Nelson County,North Dakota
2019,38065,Oliver County,North Dakota
2020,38067,Pembina County,North Dakota
2021,38069,Pierce County,North Dakota
2022,38071,Ramsey County,North Dakota
2023,38073,Ransom County,North Dakota
2024,38075,Renville County,North Dakota
2025,38077,Richland County,North Dakota
2026,38079,Rolette County,North Dakota
2027,38081,Sargent County,North Dakota
2028,38083,Sheridan County,North Dakota
2029,38085,Sioux County,North Dakota
2030,38087,Slope County,North Dakota
2031,38089,Stark County,North Dakota
2032,38091,Steele County,North Dakota
2033,38093,Stutsman County,North Dakota
2034,38095,Towner County,North Dakota
2035,38097,Traill County,North Dakota
2036,38099,Walsh County,North Dakota
2037,38101,Ward County,North Dakota
2038,38103,Wells County,North Dakota
2039,38105,Williams County,North Dakota
2040,39001,Adams County,Ohio
2041,39003,Allen County,Ohio
2042,39005,Ashland County,Ohio
2043,39007,Ashtabula County,Ohio
2044,39009,Athens County,Ohio
2045,39011,Auglaize County,Ohio
2046,39013,Belmont County,Ohio
2047,39015,Brown County,Ohio
2048,39017,Butler County,Ohio
2049,39019,Carroll County,Ohio
2050,39021,Champaign County,Ohio
2051,39023,Clark County,Ohio
2052,39025,Clermont County,Ohio
2053,39027,Clinton County,Ohio
2054,39029,Columbiana County,Ohio
2055,39031,Coshocton County,Ohio
2056,39033,Crawford County,Ohio
2057,39035,Cuyahoga County,Ohio
2058,39037,Darke County,Ohio
2059,39039,Defiance County,Ohio
2060,39041,Delaware County,Ohio
2061,39043,Erie County,Ohio
2062,39045,Fairfield County,Ohio
2063,39047,Fayette County,Ohio
2064,39049,Franklin County,Ohio
2065,39051,Fulton County,Ohio
2066,39053,Gallia County,Ohio
2067,39055,Geauga County,Ohio
2068,39057,Greene County,Ohio
2069,39059,Guernsey County,Ohio
2070,39061,Hamilton County,Ohio
2071,39063,Hancock County,Ohio
2072,39065,Hardin County,Ohio
2073,39067,Harrison County,Ohio
2074,39069,Henry County,Ohio
2075,39071,Highland County,Ohio
2076,39073,Hocking County,Ohio
2077,39075,Holmes County,Ohio
2078,39077,Huron County,Ohio
2079,39079,Jackson County,Ohio
2080,39081,Jefferson County,Ohio
2081,39083,Knox County,Ohio
2082,39085,Lake County,Ohio
2083,39087,Lawrence County,Ohio
2084,39089,Licking County,Ohio
2085,39091,Logan County,Ohio
2086,39093,Lorain County,Ohio
2087,39095,Lucas County,Ohio
2088,39097,Madison County,Ohio
2089,39099,Mahoning County,Ohio
2090,39101,Marion County,Ohio
2091,39103,Medina County,Ohio
2092,39105,Meigs County,Ohio
2093,39107,Mercer County,Ohio
2094,39109,Miami County,Ohio
2095,39111,Monroe County,Ohio
2096,39113,Montgomery County,Ohio
2097,39115,Morgan County,Ohio
2098,39117,Morrow County,Ohio
2099,39119,Muskingum County,Ohio
2100,39121,Noble County,Ohio
2101,39123,Ottawa County,Ohio
2102,39125,Paulding County,Ohio
2103,39127,Perry County,Ohio
2104,39129,Pickaway County,Ohio
2105,39131,Pike County,Ohio
2106,39133,Portage County,Ohio
2107,39135,Preble County,Ohio
2108,39137,Putnam County,Ohio
2109,39139,Richland County,Ohio
2110,39141,Ross County,Ohio
2111,39143,Sandusky County,Ohio
2112,39145,Scioto County,Ohio
2113,39147,Seneca County,Ohio
2114,39149,Shelby County,Ohio
2115,39151,Stark County,Ohio
2116,39153,Summit County,Ohio
2117,39155,Trumbull County,Ohio
2118,39157,Tuscarawas County,Ohio
2119,39159,Union County,Ohio
2120,39161,Van Wert County,Ohio
2121,39163,Vinton County,Ohio
2122,39165,Warren County,Ohio
2123,39167,Washington County,Ohio
2124,39169,Wayne County,Ohio
2125,39171,Williams County,Ohio
2126,39173,Wood County,Ohio
2127,39175,Wyandot County,Ohio
2128,40001,Adair County,Oklahoma
2129,40003,Alfalfa County,Oklahoma
2130,40005,Atoka County,Oklahoma
2131,40007,Beaver County,Oklahoma
2132,40009,Beckham County,Oklahoma
2133,40011,Blaine County,Oklahoma
2134,40013,Bryan County,Oklahoma
2135,40015,Caddo County,Oklahoma
2136,40017,Canadian County,Oklahoma
2137,40019,Carter County,Oklahoma
2138,40021,Cherokee County,Oklahoma
2139,40023,Choctaw County,Oklahoma
2140,40025,Cimarron County,Oklahoma
2141,40027,Cleveland County,Oklahoma
2142,40029,Coal County,Oklahoma
2143,40031,Comanche County,Oklahoma
2144,40033,Cotton County,Oklahoma
2145,40035,Craig County,Oklahoma
2146,40037,Creek County,Oklahoma
2147,40039,Custer County,Oklahoma
2148,40041,Delaware County,Oklahoma
2149,40043,Dewey County,Oklahoma
2150,40045,Ellis County,Oklahoma
2151,40047,Garfield County,Oklahoma
2152,40049,Garvin County,Oklahoma
2153,40051,Grady County,Oklahoma
2154,40053,Grant County,Oklahoma
2155,40055,Greer County,Oklahoma
2156,40057,Harmon County,Oklahoma
2157,40059,Harper County,Oklahoma
2158,40061,Haskell County,Oklahoma
2159,40063,Hughes County,Oklahoma
2160,40065,Jackson County,Oklahoma
2161,40067,Jefferson County,Oklahoma
2162,40069,Johnston County,Oklahoma
2163,40071,Kay County,Oklahoma
2164,40073,Kingfisher County,Oklahoma
2165,40075,Kiowa County,Oklahoma
2166,40077,Latimer County,Oklahoma
2167,40079,Le Flore County,Oklahoma
2168,40081,Lincoln County,Oklahoma
2169,40083,Logan County,Oklahoma
2170,40085,Love County,Oklahoma
2171,40087,McClain County,Oklahoma
2172,40089,McCurtain County,Oklahoma
2173,40091,McIntosh County,Oklahoma
2174,40093,Major County,Oklahoma
2175,40095,Marshall County,Oklahoma
2176,40097,Mayes County,Oklahoma
2177,40099,Murray County,Oklahoma
2178,40101,Muskogee County,Oklahoma
2179,40103,Noble County,Oklahoma
2180,40105,Nowata County,Oklahoma
2181,40107,Okfuskee County,Oklahoma
2182,40109,Oklahoma County,Oklahoma
2183,40111,Okmulgee County,Oklahoma
2184,40113,Osage County,Oklahoma
2185,40115,Ottawa County,Oklahoma
2186,40117,Pawnee County,Oklahoma
2187,40119,Payne County,Oklahoma
2188,40121,Pittsburg County,Oklahoma
2189,40123,Pontotoc County,Oklahoma
2190,40125,Pottawatomie County,Oklahoma
2191,40127,Pushmataha County,Oklahoma
2192,40129,Roger Mills County,Oklahoma
2193,40131,Rogers County,Oklahoma
2194,40133,Seminole County,Oklahoma
2195,40135,Sequoyah County,Oklahoma
2196,40137,Stephens County,Oklahoma
2197,40139,Texas County,Oklahoma
2198,40141,Tillman County,Oklahoma
2199,40143,Tulsa County,Oklahoma
2200,40145,Wagoner County,Oklahoma
2201,40147,Washington County,Oklahoma
2202,40149,Washita County,Oklahoma
2203,40151,Woods County,Oklahoma
2204,40153,Woodward County,Oklahoma
2205,41001,Baker County,Oregon
2206,41003,Benton County,Oregon
2207,41005,Clackamas County,Oregon
2208,41007,Clatsop County,Oregon
2209,41009,Columbia County,Oregon
2210,41011,Coos County,Oregon
2211,41013,Crook County,Oregon
2212,41015,Curry County,Oregon
2213,41017,Deschutes County,Oregon
2214,41019,Douglas County,Oregon
2215,41021,Gilliam County,Oregon
2216,41023,Grant County,Oregon
2217,41025,Harney County,Oregon
2218,41027,Hood River County,Oregon
2219,41029,Jackson County,Oregon
2220,41031,Jefferson County,Oregon
2221,41033,Josephine County,Oregon
2222,41035,Klamath County,Oregon
2223,41037,Lake County,Oregon
2224,41039,Lane County,Oregon
2225,41041,Lincoln County,Oregon
2226,41043,Linn County,Oregon
2227,41045,Malheur County,Oregon
2228,41047,Marion County,Oregon
2229,41049,Morrow County,Oregon
2230,41051,Multnomah County,Oregon
2231,41053,Polk County,Oregon
2232,41055,Sherman County,Oregon
2233,41057,Tillamook County,Oregon
2234,41059,Umatilla County,Oregon
2235,41061,Union County,Oregon
2236,41063,Wallowa County,Oregon
2237,41065,Wasco County,Oregon
2238,41067,Washington County,Oregon
2239,41069,Wheeler County,Oregon
2240,41071,Yamhill County,Oregon
2241,42001,Adams County,Pennsylvania
2242,42003,Allegheny County,Pennsylvania
2243,42005,Armstrong County,Pennsylvania
2244,42007,Beaver County,Pennsylvania
2245,42009,Bedford County,Pennsylvania
2246,42011,Berks County,Pennsylvania
2247,42013,Blair County,Pennsylvania
2248,42015,Bradford County,Pennsylvania
2249,42017,Bucks County,Pennsylvania
2250,42019,Butler County,Pennsylvania
2251,42021,Cambria County,Pennsylvania
2252,42023,Cameron County,Pennsylvania
2253,42025,Carbon County,Pennsylvania
2254,42027,Centre County,Pennsylvania
2255,42029,Chester County,Pennsylvania
2256,42031,Clarion County,Pennsylvania
2257,42033,Clearfield County,Pennsylvania
2258,42035,Clinton County,Pennsylvania
2259,42037,Columbia County,Pennsylvania
2260,42039,Crawford County,Pennsylvania
2261,42041,Cumberland County,Pennsylvania
2262,42043,Dauphin County,Pennsylvania
2263,42045,Delaware County,Pennsylvania
2264,42047,Elk County,Pennsylvania
2265,42049,Erie County,Pennsylvania
2266,42051,Fayette County,Pennsylvania
2267,42053,Forest County,Pennsylvania
2268,42055,Franklin County,Pennsylvania
2269,42057,Fulton County,Pennsylvania
2270,42059,Greene County,Pennsylvania
2271,42061,Huntingdon County,Pennsylvania
2272,42063,Indiana County,Pennsylvania
2273,42065,Jefferson County,Pennsylvania
2274,42067,Juniata County,Pennsylvania
2275,42069,Lackawanna County,Pennsylvania
2276,42071,Lancaster County,Pennsylvania
2277,42073,Lawrence County,Pennsylvania
2278,42075,Lebanon County,Pennsylvania
2279,42077,Lehigh County,Pennsylvania
2280,42079,Luzerne County,Pennsylvania
2281,42081,Lycoming County,Pennsylvania
2282,42083,McKean County,Pennsylvania
2283,42085,Mercer County,Pennsylvania
2284,42087,Mifflin County,Pennsylvania
2285,42089,Monroe County,Pennsylvania
2286,42091,Montgomery County,Pennsylvania
2287,42093,Montour County,Pennsylvania
2288,42095,Northampton County,Pennsylvania
2289,42097,Northumberland County,Pennsylvania
2290,42099,Perry County,Pennsylvania
2291,42101,Philadelphia County,Pennsylvania
2292,42103,Pike County,Pennsylvania
2293,42105,Potter County,Pennsylvania
2294,42107,Schuylkill County,Pennsylvania
2295,42109,Snyder County,Pennsylvania
2296,42111,Somerset County,Pennsylvania
2297,42113,Sullivan County,Pennsylvania
2298,42115,Susquehanna County,Pennsylvania
2299,42117,Tioga County,Pennsylvania
2300,42119,Union County,Pennsylvania
2301,42121,Venango County,Pennsylvania
2302,42123,Warren County,Pennsylvania
2303,42125,Washington County,Pennsylvania
2304,42127,Wayne County,Pennsylvania
2305,42129,Westmoreland County,Pennsylvania
2306,42131,Wyoming County,Pennsylvania
2307,42133,York County,Pennsylvania
2308,44001,Bristol County,Rhode Island
2309,44003,Kent County,Rhode Island
2310,44005,Newport County,Rhode Island
2311,44007,Providence County,Rhode Island
2312,44009,Washington County,Rhode Island
2313,45001,Abbeville County,South Carolina
2314,45003,Aiken County,South Carolina
2315,45005,Allendale County,South Carolina
2316,45007,Anderson County,South Carolina
2317,45009,Bamberg County,South Carolina
2318,45011,Barnwell County,South Carolina
2319,45013,Beaufort County,South Carolina
2320,45015,Berkeley County,South Carolina
2321,45017,Calhoun County,South Carolina
2322,45019,Charleston County,South Carolina
2323,45021,Cherokee County,South Carolina
2324,45023,Chester County,South Carolina
2325,45025,Chesterfield County,South Carolina
2326,45027,Clarendon County,South Carolina
2327,45029,Colleton County,South Carolina
2328,45031,Darlington County,South Carolina
2329,45033,Dillon County,South Carolina
2330,45035,Dorchester County,South Carolina
2331,45037,Edgefield County,South Carolina
2332,45039,Fairfield County,South Carolina
2333,45041,Florence County,South Carolina
2334,45043,Georgetown County,South Carolina
2335,45045,Greenville County,South Carolina
2336,45047,Greenwood County,South Carolina
2337,45049,Hampton County,South Carolina
2338,45051,Horry County,South Carolina
2339,45053,Jasper County,South Carolina
2340,45055,Kershaw County,South Carolina
2341,45057,Lancaster County,South Carolina
2342,45059,Laurens County,South Carolina
2343,45061,Lee County,South Carolina
2344,45063,Lexington County,South Carolina
2345,45065,McCormick County,South Carolina
2346,45067,Marion County,South Carolina
2347,45069,Marlboro County,South Carolina
2348,45071,Newberry County,South Carolina
2349,45073,Oconee County,South Carolina
2350,45075,Orangeburg County,South Carolina
2351,45077,Pickens County,South Carolina
2352,45079,Richland County,South Carolina
2353,45081,Saluda County,South Carolina
2354,45083,Spartanburg County,South Carolina
2355,45085,Sumter County,South Carolina
2356,45087,Union County,South Carolina
2357,45089,Williamsburg County,South Carolina
2358,45091,York County,South Carolina
2359,46003,Aurora County,South Dakota
2360,46005,Beadle County,South Dakota
2361,46007,Bennett County,South Dakota
2362,46009,Bon Homme County,South Dakota
2363,46011,Brookings County,South Dakota
2364,46013,Brown County,South Dakota
2365,46015,Brule County,South Dakota
2366,46017,Buffalo County,South Dakota
2367,46019,Butte County,South Dakota
2368,46021,Campbell County,South Dakota
2369,46023,Charles Mix County,South Dakota
2370,46025,Clark County,South Dakota
2371,46027,Clay County,South Dakota
2372,46029,Codington County,South Dakota
2373,46031,Corson County,South Dakota
2374,46033,Custer County,South Dakota
2375,46035,Davison County,South Dakota
2376,46037,Day County,South Dakota
2377,46039,Deuel County,South Dakota
2378,46041,Dewey County,South Dakota
2379,46043,Douglas County,South Dakota
2380,46045,Edmunds County,South Dakota
2381,46047,Fall River County,South Dakota
2382,46049,Faulk County,South Dakota
2383,46051,Grant County,South Dakota
2384,46053,Gregory County,South Dakota
2385,46055,Haakon County,South Dakota
2386,46057,Hamlin County,South Dakota
2387,46059,Hand County,South Dakota
2388,46061,Hanson County,South Dakota
2389,46063,Harding County,South Dakota
2390,46065,Hughes County,South Dakota
2391,46067,Hutchinson County,South Dakota
2392,46069,Hyde County,South Dakota
2393,46071,Jackson County,South Dakota
2394,46073,Jerauld County,South Dakota
2395,46075,Jones County,South Dakota
2396,46077,Kingsbury County,South Dakota
2397,46079,Lake County,South Dakota
2398,46081,Lawrence County,South Dakota
2399,46083,Lincoln County,South Dakota
2400,46085,Lyman County,South Dakota
2401,46087,McCook County,South Dakota
2402,46089,McPherson County,South Dakota
2403,46091,Marshall County,South Dakota
2404,46093,Meade County,South Dakota
2405,46095,Mellette County,South Dakota
2406,46097,Miner County,South Dakota
2407,46099,Minnehaha County,South Dakota
2408,46101,Moody County,South Dakota
2409,46103,Pennington County,South Dakota
2410,46105,Perkins County,South Dakota
2411,46107,Potter County,South Dakota
2412,46109,Roberts County,South Dakota
2413,46111,Sanborn County,South Dakota
2414,46115,Spink County,South Dakota
2415,46117,Stanley County,South Dakota
2416,46119,Sully County,South Dakota
2417,46121,Todd County,South Dakota
2418,46123,Tripp County,South Dakota
2419,46125,Turner County,South Dakota
2420,46127,Union County,South Dakota
2421,46129,Walworth County,South Dakota
2422,46135,Yankton County,South Dakota
2423,46137,Ziebach County,South Dakota
2424,47001,Anderson County,Tennessee
2425,47003,Bedford County,Tennessee
2426,47005,Benton County,Tennessee
2427,47007,Bledsoe County,Tennessee
2428,47009,Blount County,Tennessee
2429,47011,Bradley County,Tennessee
2430,47013,Campbell County,Tennessee
2431,47015,Cannon County,Tennessee
2432,47017,Carroll County,Tennessee
2433,47019,Carter County,Tennessee
2434,47021,Cheatham County,Tennessee
2435,47023,Chester County,Tennessee
2436,47025,Claiborne County,Tennessee
2437,47027,Clay County,Tennessee
2438,47029,Cocke County,Tennessee
2439,47031,Coffee County,Tennessee
2440,47033,Crockett County,Tennessee
2441,47035,Cumberland County,Tennessee
2442,47037,Davidson County,Tennessee
2443,47039,Decatur County,Tennessee
2444,47041,DeKalb County,Tennessee
2445,47043,Dickson County,Tennessee
2446,47045,Dyer County,Tennessee
2447,47047,Fayette County,Tennessee
